Player,Age,Position,CM,KG,Start,Sub,Game,Mins,Goals,Assists,G+A,Yel,Red,Yel+Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season,Nationality,Country
R.Pardo,21,Midfielder,181,69,21,14,35,1900,3,8,11,4,0,4,0.6,85.5,0.2,2,6.74,Real Sociedad,2013/2014,ESP,Spain
R.Pardo,22,Midfielder,181,69,21,7,28,1918,1,6,7,5,0,5,0.8,80.5,0.5,1,6.85,Real Sociedad,2014/2015,ESP,Spain
R.Pardo,23,Midfielder,181,69,19,9,28,1788,0,7,7,7,0,7,1.3,81.6,0.6,0,6.79,Real Sociedad,2015/2016,ESP,Spain
R.Pardo,24,Midfielder,181,69,2,1,3,159,0,0,0,0,0,0,0,72.3,0,0,6.27,Real Sociedad,2016/2017,ESP,Spain
R.Pardo,24,Midfielder,181,69,15,1,16,1272,1,0,1,2,0,2,1.1,78.7,0.3,0,6.75,Real Betis,2016/2017,ESP,Spain
R.Pardo,25,Midfielder,181,69,3,3,6,222,0,1,1,0,1,1,0.2,80.3,0.5,0,6.32,Real Sociedad,2017/2018,ESP,Spain
R.Pardo,26,Midfielder,181,69,16,8,24,1374,1,2,3,3,0,3,0.9,82.9,0.4,0,6.63,Real Sociedad,2018/2019,ESP,Spain
R.Parra,22,Defender,187,82,1,1,2,88,0,0,0,0,0,0,0,56,0,0,6.33,Cadiz,2021/2022,ESP,Spain
R.Parra,23,Defender,187,82,4,2,6,312,0,0,0,1,0,1,0,62.5,0.5,0,6.26,Cadiz,2022/2023,ESP,Spain
R.Pena,21,Defender,170,65,0,4,4,78,0,0,0,0,0,0,0.5,71.1,0.5,0,6.3,Real Valladolid,2012/2013,ESP,Spain
R.Pena,25,Defender,170,65,9,19,28,1052,1,0,1,3,0,3,0.8,71.3,0.3,0,6.25,Eibar,2016/2017,ESP,Spain
R.Pena,26,Defender,170,65,18,10,28,1730,1,0,1,1,0,1,0.4,71.6,0.5,0,6.59,Eibar,2017/2018,ESP,Spain
R.Pena,28,Defender,170,65,21,5,26,1906,2,2,4,5,0,5,0.2,80.6,0.8,4,6.76,Villarreal,2019/2020,ESP,Spain
R.Pena,29,Defender,170,65,12,7,19,1113,1,1,2,1,0,1,0.3,78.9,0.8,1,6.66,Villarreal,2020/2021,ESP,Spain
R.Pena,30,Defender,170,65,1,6,7,127,0,0,0,1,0,1,0.4,79.5,0.3,0,6.28,Villarreal,2021/2022,ESP,Spain
R.Pena,31,Defender,170,65,14,6,20,1282,0,1,1,2,1,3,0.6,73.2,0.7,1,6.53,Osasuna,2022/2023,ESP,Spain
R.Perez,21,Midfielder,178,73,31,1,32,2753,0,2,2,13,0,13,0.9,82.2,0.6,0,7.26,Deportivo La Coruna,2010/2011,ESP,Spain
R.Perez,22,Midfielder,178,73,8,1,9,714,0,0,0,5,0,5,0.6,74.3,0.8,0,6.98,Getafe,2011/2012,ESP,Spain
R.Perez,23,Midfielder,178,73,18,7,25,1624,1,0,1,10,1,11,0.4,76.5,1.1,0,6.76,Real Betis,2012/2013,ESP,Spain
R.Perez,24,Midfielder,178,73,31,0,31,2716,0,0,0,13,0,13,1,76.5,2.1,2,6.99,Elche,2013/2014,ESP,Spain
R.Perez,25,Midfielder,178,73,13,1,14,1113,0,0,0,7,0,7,0.9,80.7,2.1,2,7.04,Granada,2014/2015,ESP,Spain
R.Perez,26,Midfielder,178,73,30,1,31,2484,0,2,2,17,0,17,0.5,77.5,1.1,1,6.83,Granada,2015/2016,ESP,Spain
R.Perez,27,Midfielder,178,73,26,4,30,2335,0,1,1,11,0,11,0.6,73.9,1.6,2,6.82,Leganes,2016/2017,ESP,Spain
R.Perez,28,Midfielder,178,73,29,2,31,2521,0,0,0,13,0,13,0.5,76.5,1.3,2,6.99,Leganes,2017/2018,ESP,Spain
R.Perez,29,Midfielder,178,73,27,4,31,2473,0,0,0,7,1,8,0.4,80.2,1.6,0,6.66,Leganes,2018/2019,ESP,Spain
R.Perez,30,Midfielder,178,73,25,1,26,2196,1,1,2,10,0,10,0.8,77.8,1.3,0,6.64,Leganes,2019/2020,ESP,Spain
R.Pier,21,Defender,182,74,0,2,2,50,0,0,0,0,0,0,0.5,80,0,0,5.97,Deportivo La Coruna,2015/2016,ESP,Spain
R.Pier,23,Defender,182,74,19,6,25,1905,0,0,0,4,0,4,0.3,82.3,0.7,0,6.48,Levante,2017/2018,ESP,Spain
R.Pier,24,Defender,182,74,32,1,33,2855,1,0,1,6,0,6,0.2,81.6,1.9,0,6.59,Levante,2018/2019,ESP,Spain
R.Pier,25,Defender,182,74,2,2,4,189,0,0,0,0,0,0,0,85.3,1.3,0,6.19,Levante,2019/2020,ESP,Spain
R.Pier,26,Defender,182,74,16,3,19,1427,0,1,1,3,1,4,0.4,82.6,0.8,0,6.43,Levante,2020/2021,ESP,Spain
R.Pier,27,Defender,182,74,21,6,27,2009,1,0,1,3,1,4,0.3,79.9,1,0,6.4,Levante,2021/2022,ESP,Spain
R.Pierre-Gabriel,24,Defender,177,76,2,6,8,239,1,0,1,0,1,1,0.3,78.8,0.5,0,6.43,Espanyol,2022/2023,FRA,France
R.Puig,19,Forward,169,56,2,0,2,157,0,0,0,0,0,0,0,92.2,0.5,0,6.44,Barcelona,2018/2019,ESP,Spain
R.Puig,20,Forward,169,56,5,6,11,508,0,2,2,1,0,1,0.7,90.5,0.1,0,6.81,Barcelona,2019/2020,ESP,Spain
R.Puig,21,Forward,169,56,2,12,14,283,1,0,1,1,0,1,0.3,91.9,0.1,0,6.32,Barcelona,2020/2021,ESP,Spain
R.Puig,22,Forward,169,56,2,13,15,475,1,0,1,0,0,0,0.6,92.7,0.1,0,6.29,Barcelona,2021/2022,ESP,Spain
R.Quintanilla,20,Midfielder,180,70,0,1,1,3,0,0,0,0,0,0,0,100,0,0,6.01,Mallorca,2022/2023,ESP,Spain
R.Ramiro,19,Forward,176,70,0,1,1,27,0,0,0,0,0,0,0,44.4,0,0,6.06,Rayo Vallecano,2012/2013,ESP,Spain
R.Ramiro,20,Forward,176,70,0,1,1,8,0,0,0,0,0,0,0,33.3,0,0,6,Rayo Vallecano,2013/2014,ESP,Spain
R.Rat,32,Defender,178,72,9,1,10,837,0,1,1,1,1,2,0.3,71.2,1.6,0,6.59,Rayo Vallecano,2013/2014,ROU,Romania
R.Rat,34,Defender,178,72,8,2,10,734,0,0,0,3,0,3,0.8,70.3,2.2,0,6.82,Rayo Vallecano,2015/2016,ROU,Romania
R.Rios,20,Forward,175,74,2,3,5,222,0,1,1,2,0,2,0.4,77.6,0.4,0,6.41,Sevilla,2010/2011,ESP,Spain
R.Rios,22,Forward,175,74,8,4,12,640,2,0,2,3,0,3,1.2,71.8,1,0,6.4,Real Zaragoza,2012/2013,ESP,Spain
R.Rios,23,Forward,175,74,21,6,27,1895,8,2,10,8,0,8,1.5,76.3,1.6,0,6.55,Almeria,2013/2014,ESP,Spain
R.Riquelme,19,Defender,174,66,0,1,1,12,0,0,0,0,0,0,1,50,0,0,6.02,Atletico Madrid,2019/2020,ESP,Spain
R.Riquelme,22,Defender,174,66,25,9,34,2188,4,4,8,1,0,1,1.6,75.9,0.3,2,6.63,Girona,2022/2023,ESP,Spain
R.Rochina,21,Midfielder,182,76,5,10,15,633,1,0,1,1,0,1,2.4,72.4,0.2,0,6.64,Real Zaragoza,2012/2013,ESP,Spain
R.Rochina,22,Midfielder,182,76,15,2,17,1131,3,0,3,2,0,2,2.2,80.5,0.6,1,6.78,Rayo Vallecano,2013/2014,ESP,Spain
R.Rochina,23,Midfielder,182,76,12,7,19,1136,2,1,3,4,0,4,2.2,72.6,0.6,1,6.71,Granada,2014/2015,ESP,Spain
R.Rochina,24,Midfielder,182,76,29,6,35,2497,6,6,12,10,0,10,2.2,70.8,1.1,3,7.11,Granada,2015/2016,ESP,Spain
R.Rochina,26,Midfielder,182,76,2,4,6,149,1,0,1,0,1,1,1.2,76.5,0,0,6.4,Levante,2017/2018,ESP,Spain
R.Rochina,27,Midfielder,182,76,23,4,27,1815,4,5,9,9,2,11,1.7,72.8,0.9,2,7.06,Levante,2018/2019,ESP,Spain
R.Rochina,28,Midfielder,182,76,22,6,28,1887,4,4,8,5,0,5,2.1,76.1,0.8,4,6.86,Levante,2019/2020,ESP,Spain
R.Rochina,29,Midfielder,182,76,17,8,25,1407,0,1,1,5,0,5,1.4,75.6,0.6,0,6.64,Levante,2020/2021,ESP,Spain
R.Rochina,31,Midfielder,182,76,8,7,15,739,1,3,4,3,0,3,1,72.8,0.4,1,6.61,Granada,2021/2022,ESP,Spain
R.Rodriguez,23,Defender,183,70,8,2,10,752,0,0,0,2,0,2,0,86,0.7,0,6.59,Espanyol,2010/2011,ESP,Spain
R.Rodriguez,24,Defender,183,70,28,0,28,2437,0,0,0,6,0,6,0.5,81.1,1.4,3,7.19,Espanyol,2011/2012,ESP,Spain
R.Rodriguez,25,Defender,183,70,18,5,23,1686,0,0,0,4,1,5,0.3,78.8,1.7,2,6.68,Espanyol,2012/2013,ESP,Spain
R.Rodriguez,26,Defender,183,70,12,5,17,1134,0,0,0,0,0,0,0.3,74.9,2.2,0,6.66,Espanyol,2013/2014,ESP,Spain
R.Rodriguez,27,Defender,183,70,0,1,1,1,0,0,0,0,0,0,0,100,0,0,6,Espanyol,2014/2015,ESP,Spain
R.Rosales,26,Defender,174,73,34,0,34,3041,0,3,3,7,0,7,0.6,73.6,0.9,0,6.94,Malaga,2014/2015,VEN,Venezuela
R.Rosales,27,Defender,174,73,35,0,35,3071,0,5,5,5,0,5,0.5,74.6,1.1,2,6.98,Malaga,2015/2016,VEN,Venezuela
R.Rosales,28,Defender,174,73,32,0,32,2861,1,2,3,4,1,5,0.6,77.6,1.4,0,6.97,Malaga,2016/2017,VEN,Venezuela
R.Rosales,29,Defender,174,73,35,0,35,3125,1,0,1,10,0,10,0.5,74.6,1.4,2,6.9,Malaga,2017/2018,VEN,Venezuela
R.Rosales,30,Defender,174,73,20,1,21,1751,3,1,4,2,0,2,0.9,77.3,2.4,1,7.02,Espanyol,2018/2019,VEN,Venezuela
R.Rosales,31,Defender,174,73,21,4,25,1875,0,1,1,7,0,7,0.4,71.1,1,1,6.6,Leganes,2019/2020,VEN,Venezuela
R.Sanchez,21,Defender,175,67,0,1,1,29,0,0,0,0,0,0,1,61.5,0,0,6.15,Atletico Madrid,2020/2021,ESP,Spain
R.Sanchez,21,Midfielder,185,0,1,3,4,148,0,1,1,0,0,0,0.3,71.7,1.3,1,6.51,Espanyol,2021/2022,ESP,Spain
R.Sanchez,22,Forward,0,0,0,2,2,40,0,0,0,0,0,0,1,35.3,2,0,6.03,Sporting Gijon,2016/2017,ESP,Spain
R.Sanchez,22,Midfielder,185,0,9,9,18,894,0,2,2,1,0,1,0.5,77,0.8,0,6.47,Espanyol,2022/2023,ESP,Spain
R.Santa Cruz,30,Forward,191,93,20,13,33,1960,7,1,8,2,0,2,1.2,70.7,2.8,1,6.89,Real Betis,2011/2012,PAR,Paraguay
R.Santa Cruz,31,Forward,191,93,15,16,31,1605,8,2,10,2,0,2,1.2,69.4,2.9,0,6.64,Malaga,2012/2013,PAR,Paraguay
R.Santa Cruz,32,Forward,191,93,24,7,31,2140,6,2,8,1,0,1,1.6,71.6,4.5,2,6.92,Malaga,2013/2014,PAR,Paraguay
R.Santa Cruz,33,Forward,191,93,11,1,12,913,3,1,4,0,0,0,2.1,72.1,4.2,0,6.93,Malaga,2014/2015,PAR,Paraguay
R.Santa Cruz,34,Forward,191,93,3,14,17,419,2,1,3,0,0,0,0.3,74,1.2,0,6.3,Malaga,2015/2016,PAR,Paraguay
R.Santamaria,34,Goalkeeper,183,75,20,0,20,1800,0,0,0,1,0,1,0,50,0.1,0,6.72,Huesca,2018/2019,ESP,Spain
R.Sastre,35,Defender,179,75,7,1,8,584,0,0,0,3,1,4,0,67.7,1.1,0,6.65,Sporting Gijon,2010/2011,ESP,Spain
R.Semedo,23,Defender,189,84,3,1,4,231,0,0,0,0,0,0,0.3,87.5,1.8,0,5.94,Villarreal,2017/2018,PRT,Portugal
R.Semedo,24,Defender,189,84,9,2,11,848,0,0,0,4,0,4,0.5,86.7,3.1,0,6.52,Huesca,2018/2019,PRT,Portugal
R.Silva,26,Goalkeeper,191,91,35,0,35,3150,0,0,0,3,0,3,0,52.2,0.2,2,6.7,Granada,2019/2020,PRT,Portugal
R.Silva,27,Goalkeeper,191,91,32,0,32,2880,0,0,0,1,0,1,0,52.7,0.2,0,6.45,Granada,2020/2021,PRT,Portugal
R.Silva,28,Goalkeeper,191,91,21,1,22,1963,0,0,0,2,0,2,0,66.9,0.2,0,6.68,Real Betis,2021/2022,PRT,Portugal
R.Silva,29,Goalkeeper,191,91,26,0,26,2340,0,0,0,2,0,2,0,63.4,0.3,1,6.7,Real Betis,2022/2023,PRT,Portugal
R.Soares,23,Defender,177,70,12,7,19,1131,0,1,1,2,0,2,0.1,71.5,0.9,1,6.52,Eibar,2018/2019,PRT,Portugal
R.Soares,24,Defender,177,70,6,0,6,438,0,0,0,1,0,1,0,71.1,1.2,0,6.31,Eibar,2019/2020,PRT,Portugal
R.Soares,25,Defender,177,70,12,7,19,1131,0,1,1,2,0,2,0.1,71.5,0.9,1,6.52,Eibar,2020/2021,PRT,Portugal
R.Sobrino,24,Forward,185,73,5,6,11,501,2,1,3,1,0,1,1.1,78.4,0.5,1,6.66,Deportivo Alaves,2016/2017,ESP,Spain
R.Sobrino,25,Forward,185,73,15,13,28,1461,3,2,5,5,0,5,0.9,73,2.1,1,6.66,Deportivo Alaves,2017/2018,ESP,Spain
R.Sobrino,26,Forward,185,73,2,2,4,192,0,0,0,1,0,1,0.8,76.6,1.8,0,6.33,Valencia,2018/2019,ESP,Spain
R.Sobrino,26,Forward,185,73,10,10,20,964,3,1,4,2,0,2,1,68.4,1.3,2,6.48,Deportivo Alaves,2018/2019,ESP,Spain
R.Sobrino,27,Forward,185,73,1,12,13,162,1,0,1,0,0,0,0.5,68.2,0.2,0,6.22,Valencia,2019/2020,ESP,Spain
R.Sobrino,28,Forward,185,73,0,5,5,45,0,0,0,0,0,0,0,66.7,0.2,0,6.03,Valencia,2020/2021,ESP,Spain
R.Sobrino,28,Forward,185,73,11,5,16,1115,1,0,1,3,0,3,0.6,74.3,1.9,1,6.73,Cadiz,2020/2021,ESP,Spain
R.Sobrino,29,Forward,185,73,19,14,33,1856,4,1,5,4,0,4,1,73.6,1.2,1,6.5,Cadiz,2021/2022,ESP,Spain
R.Sobrino,29,Forward,185,73,0,1,1,13,0,0,0,0,0,0,0,100,1,0,6.59,Valencia,2021/2022,ESP,Spain
R.Sobrino,30,Forward,185,73,28,5,33,2471,3,2,5,11,0,11,1,73.2,1.8,1,6.68,Cadiz,2022/2023,ESP,Spain
R.Soldado,25,Forward,180,74,26,8,34,2418,18,3,21,8,0,8,2.4,77.9,0.6,4,7.04,Valencia,2010/2011,ESP,Spain
R.Soldado,26,Forward,180,74,29,3,32,2454,17,3,20,11,0,11,2.5,73.4,0.5,4,7.02,Valencia,2011/2012,ESP,Spain
R.Soldado,27,Forward,180,74,33,2,35,2932,24,4,28,9,0,9,2.9,74.5,1.1,2,7.23,Valencia,2012/2013,ESP,Spain
R.Soldado,30,Forward,180,74,27,1,28,2256,5,10,15,12,0,12,1.4,68.4,0.8,2,6.87,Villarreal,2015/2016,ESP,Spain
R.Soldado,31,Forward,180,74,12,0,12,748,4,3,7,8,0,8,1.4,72.1,0.4,0,6.93,Villarreal,2016/2017,ESP,Spain
R.Soldado,34,Forward,180,74,30,3,33,2363,7,4,11,14,0,14,1,70,1.4,0,6.61,Granada,2019/2020,ESP,Spain
R.Soldado,35,Forward,180,74,16,13,29,1444,9,0,9,6,1,7,1,62.3,0.8,1,6.3,Granada,2020/2021,ESP,Spain
R.Soldado,36,Forward,180,74,7,11,18,664,3,2,5,5,2,7,0.9,66.2,0.3,0,6.2,Levante,2021/2022,ESP,Spain
R.Soriano,26,Forward,182,76,31,2,33,2471,9,5,14,8,1,9,1.2,79.9,0.8,2,6.98,Villarreal,2016/2017,ITA,Italy
R.Soriano,27,Forward,182,76,11,11,22,1136,0,0,0,3,0,3,1,80.2,0.6,0,6.41,Villarreal,2017/2018,ITA,Italy
R.Suarez,32,Forward,167,67,18,9,27,1531,5,4,9,5,0,5,1.4,79.7,0.4,1,6.66,Levante,2010/2011,ESP,Spain
R.Suarez,33,Forward,167,67,7,26,33,964,8,1,9,3,0,3,1.3,80.6,0.1,1,6.5,Levante,2011/2012,ESP,Spain
R.Suarez,35,Forward,167,67,0,1,1,21,0,0,0,0,0,0,0,72.7,0,0,6.08,Almeria,2013/2014,ESP,Spain
R.Tamudo,33,Forward,180,74,20,11,31,1829,7,1,8,5,0,5,1.4,75.3,0.8,2,6.51,Real Sociedad,2010/2011,ESP,Spain
R.Tamudo,34,Forward,180,74,17,15,32,1625,9,2,11,6,0,6,1.5,70.2,0.7,0,6.55,Rayo Vallecano,2011/2012,ESP,Spain
R.Tamudo,35,Forward,180,74,0,4,4,56,1,0,1,0,0,0,0.8,90.9,0.3,0,6.05,Rayo Vallecano,2012/2013,ESP,Spain
R.Tapia,25,Defender,185,78,32,0,32,2710,0,1,1,11,0,11,0.5,81.2,2,4,6.88,Celta Vigo,2020/2021,PER,Peru
R.Tapia,26,Defender,185,78,13,16,29,1406,0,0,0,10,0,10,0.4,80,1,1,6.45,Celta Vigo,2021/2022,PER,Peru
R.Tapia,27,Defender,185,78,16,12,28,1450,0,0,0,6,1,7,0.5,86,0.9,0,6.38,Celta Vigo,2022/2023,PER,Peru
R.Tarin,22,Defender,184,76,15,3,18,1429,0,0,0,3,0,3,0.2,76.9,1.3,0,6.67,Leganes,2018/2019,ESP,Spain
R.Tarin,23,Defender,184,76,12,2,14,952,0,0,0,1,0,1,0.1,76,1.1,0,6.31,Leganes,2019/2020,ESP,Spain
R.Terrats,22,Defender,181,0,2,6,8,211,0,0,0,0,0,0,0.5,82.4,0,0,6.04,Girona,2022/2023,ESP,Spain
R.Terrats,22,Defender,181,0,11,5,16,824,1,1,2,1,0,1,0.9,87.3,0.4,1,6.54,Villarreal,2022/2023,ESP,Spain
R.Torrente,21,Defender,193,79,15,3,18,1283,0,0,0,5,0,5,0.2,72.4,1.2,0,6.46,Granada,2021/2022,ESP,Spain
R.Torres,23,Forward,178,72,0,2,2,36,0,0,0,0,0,0,1.5,78.3,0.5,0,6.22,Osasuna,2011/2012,ESP,Spain
R.Torres,24,Forward,178,72,1,4,5,170,1,0,1,0,0,0,1.6,65.6,0.2,0,6.49,Osasuna,2012/2013,ESP,Spain
R.Torres,25,Forward,178,72,25,8,33,2282,5,3,8,5,0,5,1.6,70.1,0.5,0,6.82,Osasuna,2013/2014,ESP,Spain
R.Torres,28,Forward,178,72,26,6,32,2312,7,3,10,7,0,7,2,68.4,0.4,0,6.72,Osasuna,2016/2017,ESP,Spain
R.Torres,31,Forward,178,72,31,5,36,2723,7,8,15,1,0,1,2.2,70.5,0.8,4,6.83,Osasuna,2019/2020,ESP,Spain
R.Torres,32,Forward,178,72,19,16,35,1893,7,1,8,0,0,0,1.4,72.3,0.3,1,6.44,Osasuna,2020/2021,ESP,Spain
R.Torres,33,Forward,178,72,6,22,28,799,2,2,4,3,0,3,0.5,69.1,0.1,0,6.3,Osasuna,2021/2022,ESP,Spain
R.Torres,34,Forward,178,72,0,2,2,9,0,0,0,0,0,0,0,100,0,0,6.24,Osasuna,2022/2023,ESP,Spain
R.Trashorras,31,Midfielder,179,71,18,11,29,1674,2,4,6,4,0,4,1.4,79.2,0.3,0,6.87,Rayo Vallecano,2011/2012,ESP,Spain
R.Trashorras,32,Midfielder,179,71,31,4,35,2727,1,4,5,6,0,6,1.5,85.4,0.3,1,7.04,Rayo Vallecano,2012/2013,ESP,Spain
R.Trashorras,33,Midfielder,179,71,36,1,37,3152,1,7,8,7,0,7,1.4,86.1,0.5,3,6.95,Rayo Vallecano,2013/2014,ESP,Spain
R.Trashorras,34,Midfielder,179,71,33,0,33,2888,1,4,5,11,0,11,1.3,86.3,0.8,1,6.89,Rayo Vallecano,2014/2015,ESP,Spain
R.Trashorras,35,Midfielder,179,71,35,1,36,3119,3,7,10,10,0,10,0.9,87.3,0.5,5,7.01,Rayo Vallecano,2015/2016,ESP,Spain
R.van der Vaart,33,Midfielder,176,74,2,5,7,180,0,0,0,0,0,0,0.9,74.7,0.1,0,6.21,Real Betis,2015/2016,NLD,Netherlands
R.van Nistelrooy,35,Forward,188,80,10,18,28,1154,4,1,5,3,0,3,1.4,72.4,1.3,0,6.42,Malaga,2011/2012,NLD,Netherlands
R.van Wolfswinkel,27,Forward,186,70,6,11,17,617,1,2,3,2,0,2,0.8,70,1,0,6.36,Real Betis,2015/2016,NLD,Netherlands
R.Varane,18,Defender,191,81,7,2,9,681,1,0,1,0,0,0,0.9,85.6,1.6,0,6.91,Real Madrid,2011/2012,FRA,France
R.Varane,19,Defender,191,81,12,3,15,1121,0,0,0,0,0,0,0.7,85.8,2.4,1,6.92,Real Madrid,2012/2013,FRA,France
R.Varane,20,Defender,191,81,12,2,14,1085,0,1,1,1,0,1,0.1,89.1,1.9,0,6.89,Real Madrid,2013/2014,FRA,France
R.Varane,21,Defender,191,81,21,6,27,2033,0,0,0,1,0,1,0.6,89.2,2.8,1,7.16,Real Madrid,2014/2015,FRA,France
R.Varane,22,Defender,191,81,23,3,26,2182,0,0,0,4,1,5,0.5,88.2,1.9,0,6.9,Real Madrid,2015/2016,FRA,France
R.Varane,23,Defender,191,81,23,0,23,1928,1,2,3,1,0,1,0.5,87.8,2.3,0,7.03,Real Madrid,2016/2017,FRA,France
R.Varane,24,Defender,191,81,27,0,27,2324,0,1,1,3,0,3,0.4,90.8,1.9,1,6.85,Real Madrid,2017/2018,FRA,France
R.Varane,25,Defender,191,81,31,1,32,2757,2,0,2,0,1,1,0.6,89,2.9,0,6.78,Real Madrid,2018/2019,FRA,France
R.Varane,26,Defender,191,81,32,0,32,2823,2,1,3,2,0,2,0.3,87.3,2.5,1,6.98,Real Madrid,2019/2020,FRA,France
R.Varane,27,Defender,191,81,31,0,31,2717,2,0,2,2,0,2,0.5,89.6,2.4,0,6.85,Real Madrid,2020/2021,FRA,France
R.Vezo,19,Defender,182,80,5,3,8,491,1,0,1,0,0,0,0.4,78.2,2,0,6.76,Valencia,2013/2014,PRT,Portugal
R.Vezo,20,Defender,182,80,6,1,7,554,0,0,0,0,0,0,0.4,79.7,3.3,1,7.24,Valencia,2014/2015,PRT,Portugal
R.Vezo,21,Defender,182,80,10,5,15,1084,0,0,0,2,0,2,0.2,74.3,1.9,0,6.99,Valencia,2015/2016,PRT,Portugal
R.Vezo,22,Defender,182,80,17,1,18,1488,0,0,0,2,1,3,0.4,75.8,1.6,0,6.45,Granada,2016/2017,PRT,Portugal
R.Vezo,22,Defender,182,80,1,0,1,46,0,1,1,0,0,0,0,96,1,0,6.5,Valencia,2016/2017,PRT,Portugal
R.Vezo,23,Defender,182,80,17,2,19,1554,0,0,0,1,1,2,0.2,77.2,2.1,0,6.79,Valencia,2017/2018,PRT,Portugal
R.Vezo,24,Defender,182,80,2,2,4,194,0,0,0,2,0,2,0.5,75.9,1.8,0,6.57,Valencia,2018/2019,PRT,Portugal
R.Vezo,24,Defender,182,80,15,0,15,1340,2,1,3,4,0,4,0.5,78,1.8,0,6.94,Levante,2018/2019,PRT,Portugal
R.Vezo,25,Defender,182,80,29,0,29,2610,1,0,1,4,0,4,0.4,80.7,2.9,1,6.8,Levante,2019/2020,PRT,Portugal
R.Vezo,26,Defender,182,80,25,7,32,2312,1,0,1,7,0,7,0.2,83.5,1.6,1,6.56,Levante,2020/2021,PRT,Portugal
R.Vezo,27,Defender,182,80,27,5,32,2420,0,0,0,4,0,4,0.6,83.6,1.6,0,6.45,Levante,2021/2022,PRT,Portugal
R.Yanez,27,Goalkeeper,190,85,10,0,10,900,0,0,0,2,0,2,0,55.9,0.2,0,6.46,Getafe,2020/2021,ESP,Spain
R.Zozulya,27,Forward,180,62,1,5,6,152,0,0,0,1,0,1,0.5,70.8,0.5,0,6.06,Real Betis,2016/2017,UKR,Ukraine
Rafa,25,Defender,183,72,17,2,19,1547,0,0,0,7,1,8,0.4,84,1.4,0,6.88,Getafe,2010/2011,ESP,Spain
Rafa,26,Defender,183,72,9,4,13,798,0,0,0,5,0,5,0.2,77.1,0.9,0,6.67,Getafe,2011/2012,ESP,Spain
Rafa,27,Defender,183,72,16,3,19,1571,1,0,1,6,0,6,0.6,83.8,1.9,0,6.96,Getafe,2012/2013,ESP,Spain
Rafa,28,Defender,183,72,26,3,29,2334,0,1,1,9,0,9,0.3,80.7,2.4,1,6.95,Getafe,2013/2014,ESP,Spain
Rafa,29,Defender,183,72,1,0,1,90,0,0,0,0,0,0,0,77.5,2,0,6.36,Getafe,2014/2015,ESP,Spain
Rafinha,22,Midfielder,174,71,27,5,32,2437,4,5,9,7,0,7,1,83,0.8,3,7.36,Celta Vigo,2013/2014,BRA,Brazil
Rafinha,23,Midfielder,174,71,13,11,24,1152,1,1,2,2,0,2,0.5,91.8,0.2,0,6.8,Barcelona,2014/2015,BRA,Brazil
Rafinha,24,Midfielder,174,71,3,3,6,281,1,0,1,0,0,0,0.3,84.2,0.7,0,6.76,Barcelona,2015/2016,BRA,Brazil
Rafinha,25,Midfielder,174,71,14,4,18,1078,6,2,8,1,0,1,1.4,92.6,0.2,1,7.15,Barcelona,2016/2017,BRA,Brazil
Rafinha,27,Midfielder,174,71,3,2,5,225,0,0,0,1,0,1,0.4,89,0.6,0,6.33,Barcelona,2018/2019,BRA,Brazil
Rafinha,28,Midfielder,174,71,2,1,3,187,0,0,0,0,0,0,2,90,0,0,6.93,Barcelona,2019/2020,BRA,Brazil
Rafinha,28,Midfielder,174,71,25,4,29,2121,4,1,5,5,0,5,1.1,87.1,0.9,4,7.13,Celta Vigo,2019/2020,BRA,Brazil
Rafinha,30,Midfielder,174,71,13,4,17,1060,1,0,1,3,0,3,0.8,88.5,0.8,0,6.78,Real Sociedad,2021/2022,BRA,Brazil
Rafita,31,Defender,177,70,24,2,26,2223,0,2,2,3,1,4,0.1,73.6,1.4,0,6.93,Almeria,2013/2014,ESP,Spain
Raphinha,26,Forward,176,68,25,11,36,2087,7,7,14,8,0,8,2.2,79.9,0.4,6,7.04,Barcelona,2022/2023,BRA,Brazil
Raul,24,Goalkeeper,181,75,1,0,1,90,0,0,0,0,0,0,0,55.6,0,0,7.62,Sporting Gijon,2010/2011,ESP,Spain
Recio,20,Midfielder,183,74,18,5,23,1633,2,2,4,3,0,3,0.5,87.2,0.4,1,6.76,Malaga,2010/2011,ESP,Spain
Recio,21,Midfielder,183,74,4,4,8,319,0,0,0,2,0,2,0.5,84.6,0.3,0,6.39,Malaga,2011/2012,ESP,Spain
Recio,22,Midfielder,183,74,1,3,4,134,0,0,0,1,0,1,0.3,89.3,0.8,0,6.29,Malaga,2012/2013,ESP,Spain
Recio,22,Midfielder,183,74,14,1,15,1252,2,0,2,5,0,5,0.8,81,1.2,0,6.83,Granada,2012/2013,ESP,Spain
Recio,23,Midfielder,183,74,27,3,30,2310,2,0,2,4,1,5,1.2,86.6,0.7,0,6.55,Granada,2013/2014,ESP,Spain
Recio,24,Midfielder,183,74,15,15,30,1475,1,2,3,10,0,10,0.5,83.4,0.8,0,6.5,Malaga,2014/2015,ESP,Spain
Recio,25,Midfielder,183,74,32,1,33,2750,0,4,4,16,0,16,1.1,82.3,0.8,0,6.93,Malaga,2015/2016,ESP,Spain
Recio,26,Midfielder,183,74,16,2,18,1360,3,2,5,9,0,9,0.8,84.6,1.1,0,6.74,Malaga,2016/2017,ESP,Spain
